ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
29806,40,retired,married,primary,no,658,yes,no,cellular,4,feb,132,1,-1,0,unknown,no
16781,41,management,married,secondary,no,3096,yes,no,cellular,24,jul,273,6,-1,0,unknown,no
33860,58,technician,married,secondary,no,760,yes,no,cellular,29,apr,85,7,-1,0,unknown,no
31998,37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,failure,no
21178,34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,unknown,no
33442,48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,87,2,318,3,failure,no
19662,30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
23785,35,technician,single,secondary,no,634,yes,no,cellular,29,aug,122,2,-1,0,unknown,no
5762,41,blue-collar,married,secondary,yes,-651,yes,yes,unknown,26,may,374,1,-1,0,unknown,no
37387,33,entrepreneur,single,tertiary,no,1481,yes,no,cellular,13,may,172,3,173,1,other,no
44207,26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
26550,43,management,married,tertiary,no,1646,yes,no,cellular,20,nov,214,1,-1,0,unknown,no
15952,46,blue-collar,married,secondary,no,942,no,no,telephone,22,jul,425,2,-1,0,unknown,no
15007,37,management,married,secondary,yes,33,no,yes,cellular,17,jul,117,1,-1,0,unknown,no
24037,59,blue-collar,married,primary,no,1227,no,no,cellular,29,aug,89,5,-1,0,unknown,no
9216,37,unknown,married,primary,no,808,no,no,unknown,5,jun,228,2,-1,0,unknown,no
7786,42,technician,married,secondary,no,4791,yes,no,unknown,30,may,88,2,-1,0,unknown,no
4781,33,services,married,tertiary,no,1349,yes,no,unknown,21,may,120,1,-1,0,unknown,no
12342,28,blue-collar,married,secondary,no,196,yes,no,unknown,26,jun,176,7,-1,0,unknown,no
11776,54,self-employed,married,primary,no,1463,no,no,unknown,20,jun,60,1,-1,0,unknown,no
42452,34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,no
11162,59,management,divorced,tertiary,no,1304,no,no,unknown,18,jun,220,1,-1,0,unknown,no
15769,28,unemployed,married,secondary,no,-353,no,yes,cellular,21,jul,299,1,-1,0,unknown,no
612,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
4726,38,blue-collar,married,secondary,no,526,yes,no,unknown,20,may,919,2,-1,0,unknown,no
2752,48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
73,54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,no
18948,41,management,single,tertiary,no,4477,no,no,cellular,4,aug,357,2,-1,0,unknown,no
34411,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,no
40389,33,housemaid,single,secondary,no,1363,no,no,telephone,30,jun,42,1,-1,0,unknown,no
30957,45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no
44657,63,unknown,married,secondary,no,367,no,no,telephone,2,sep,173,1,182,7,failure,no
27280,32,services,married,secondary,no,1397,yes,no,cellular,21,nov,224,3,-1,0,unknown,no
15153,43,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,180,1,-1,0,unknown,no
9184,36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,no
41469,34,management,single,tertiary,no,268,no,no,cellular,7,sep,587,1,-1,0,unknown,yes
35776,29,technician,married,secondary,no,1599,yes,no,cellular,8,may,36,1,-1,0,unknown,no
24251,45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,failure,no
44667,25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94,2,other,no
41862,37,services,married,secondary,no,4017,no,no,cellular,16,oct,156,1,-1,0,unknown,yes
31925,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes
40332,24,technician,single,secondary,no,987,no,yes,cellular,17,jun,208,4,-1,0,unknown,no
36889,56,admin.,married,secondary,no,550,yes,no,cellular,12,may,398,2,-1,0,unknown,no
17209,38,technician,divorced,tertiary,no,465,no,yes,cellular,28,jul,30,3,-1,0,unknown,no
5463,37,blue-collar,married,primary,no,510,yes,no,unknown,23,may,122,6,-1,0,unknown,no
814,29,technician,single,tertiary,no,0,yes,no,unknown,7,may,104,2,-1,0,unknown,no
21770,49,management,single,tertiary,no,370,no,no,cellular,19,aug,386,3,-1,0,unknown,no
10469,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no
43461,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes
33337,56,services,married,secondary,no,159,yes,no,cellular,20,apr,132,3,-1,0,unknown,no
28442,32,admin.,married,secondary,no,342,no,no,cellular,29,jan,179,1,-1,0,unknown,no
7654,29,management,married,tertiary,no,239,yes,no,unknown,30,may,143,4,-1,0,unknown,no
1703,40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,0,unknown,no
1621,52,self-employed,single,tertiary,no,458,yes,yes,unknown,9,may,132,5,-1,0,unknown,no
12919,28,services,single,secondary,no,198,no,no,cellular,7,jul,159,1,-1,0,unknown,no
29557,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,no
22109,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,no
8135,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
35927,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
41703,45,blue-collar,single,secondary,no,3727,no,no,cellular,6,oct,572,1,-1,0,unknown,no
42989,33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
17711,25,services,single,secondary,no,88,yes,no,cellular,29,jul,121,18,-1,0,unknown,no
416,34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,90,1,-1,0,unknown,no
27662,32,admin.,married,secondary,no,4764,no,no,telephone,21,nov,69,2,-1,0,unknown,no
32410,40,blue-collar,married,primary,no,-214,yes,no,cellular,16,apr,348,2,266,1,other,no
21972,50,entrepreneur,divorced,tertiary,no,101,no,no,cellular,20,aug,132,2,-1,0,unknown,no
8670,35,management,married,tertiary,no,298,yes,no,unknown,3,jun,281,7,-1,0,unknown,no
31479,44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown,no
18737,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,yes
15380,31,management,married,tertiary,no,1164,yes,yes,cellular,18,jul,238,3,-1,0,unknown,no
37462,39,blue-collar,married,secondary,no,41,yes,no,cellular,13,may,135,3,-1,0,unknown,no
10223,39,admin.,single,tertiary,no,23,no,no,unknown,11,jun,162,3,-1,0,unknown,no
45084,59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
25473,46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,unknown,no
7936,32,admin.,married,secondary,no,-540,yes,yes,unknown,30,may,53,7,-1,0,unknown,no
22418,35,management,married,tertiary,no,3168,no,no,cellular,22,aug,24,30,-1,0,unknown,no
32709,48,blue-collar,single,primary,no,185,yes,no,cellular,17,apr,193,1,-1,0,unknown,no
1640,28,admin.,married,secondary,no,252,yes,no,unknown,9,may,448,1,-1,0,unknown,no
8163,35,blue-collar,single,secondary,no,-41,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
13002,27,services,married,secondary,no,379,no,yes,cellular,7,jul,269,2,-1,0,unknown,no
21322,34,management,married,tertiary,no,0,no,no,cellular,18,aug,431,6,-1,0,unknown,no
42523,30,technician,married,tertiary,no,1307,no,no,cellular,18,dec,248,6,-1,0,unknown,no
36832,44,management,married,tertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
37753,35,management,married,tertiary,no,1212,yes,no,cellular,14,may,235,1,352,1,other,no
40209,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown,yes
28626,28,services,single,secondary,no,298,no,no,cellular,29,jan,914,2,-1,0,unknown,no
1048,30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
20492,34,technician,single,secondary,no,27,no,no,cellular,12,aug,256,9,-1,0,unknown,no
23748,45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
248,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
18345,48,blue-collar,married,secondary,no,-404,yes,no,cellular,31,jul,130,3,-1,0,unknown,no
21119,48,management,married,secondary,no,141,no,no,cellular,14,aug,208,8,-1,0,unknown,no
22463,52,services,married,secondary,no,145,no,no,cellular,22,aug,205,4,-1,0,unknown,no
9539,60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no
44162,25,technician,single,tertiary,yes,160,no,yes,unknown,13,jul,151,1,-1,0,unknown,no
29429,25,management,single,tertiary,no,2305,no,no,cellular,3,feb,207,1,-1,0,unknown,no
38181,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,4,failure,yes
4008,32,blue-collar,married,primary,no,217,yes,no,unknown,16,may,169,3,-1,0,unknown,no
23782,31,management,single,tertiary,no,58,no,no,cellular,29,aug,207,2,-1,0,unknown,no
43232,37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
1249,44,blue-collar,married,primary,no,185,yes,no,unknown,8,may,249,1,-1,0,unknown,no
8763,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,jun,215,1,-1,0,unknown,no
21726,52,management,divorced,tertiary,no,96,no,no,cellular,19,aug,134,1,-1,0,unknown,no
37732,30,admin.,single,secondary,no,43,yes,no,cellular,14,may,91,1,370,2,failure,no
13687,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,yes
24114,43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,81,1,-1,0,unknown,no
42246,47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,yes
37239,43,blue-collar,married,secondary,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no
38825,54,blue-collar,divorced,primary,no,215,yes,no,cellular,18,may,34,7,348,5,failure,no
26241,46,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,no
8421,36,technician,single,tertiary,no,743,yes,no,unknown,3,jun,517,1,-1,0,unknown,no
12749,47,management,married,primary,no,1797,no,no,cellular,7,jul,62,4,-1,0,unknown,no
19792,60,housemaid,married,secondary,no,1361,no,no,cellular,8,aug,161,2,-1,0,unknown,no
42297,27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
1123,41,blue-collar,married,primary,no,258,yes,no,unknown,7,may,252,1,-1,0,unknown,no
29001,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
37647,38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
18977,42,technician,married,secondary,no,4837,no,no,cellular,4,aug,91,2,-1,0,unknown,no
18280,59,blue-collar,divorced,primary,no,4399,yes,no,telephone,31,jul,69,8,-1,0,unknown,no
36627,41,technician,single,secondary,no,169,yes,no,cellular,12,may,116,2,-1,0,unknown,no
12760,47,management,married,unknown,no,12245,no,no,cellular,7,jul,1103,3,-1,0,unknown,no
13988,37,services,divorced,secondary,no,135,no,no,cellular,10,jul,460,1,-1,0,unknown,no
11262,38,technician,single,tertiary,no,11,no,no,unknown,18,jun,78,3,-1,0,unknown,no
44227,46,technician,married,secondary,no,9299,no,no,cellular,19,jul,1148,1,276,2,other,yes
23803,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no
2393,34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,-1,0,unknown,no
43518,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
26384,33,entrepreneur,married,primary,no,2339,yes,yes,cellular,20,nov,220,1,-1,0,unknown,no
14635,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no
40214,31,technician,single,secondary,no,816,no,no,cellular,9,jun,100,2,-1,0,unknown,no
31658,40,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,272,1,335,4,other,no
22822,49,blue-collar,married,primary,no,-117,no,no,cellular,25,aug,53,6,-1,0,unknown,no
39147,41,management,married,tertiary,no,1387,yes,no,cellular,18,may,154,2,-1,0,unknown,no
21231,60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,no
30778,30,unemployed,single,secondary,no,2303,no,no,telephone,6,feb,193,5,-1,0,unknown,no
6141,28,blue-collar,married,primary,no,46,yes,no,unknown,27,may,205,3,-1,0,unknown,no
39569,45,unemployed,married,secondary,no,1040,no,no,telephone,26,may,137,5,-1,0,unknown,no
2114,30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,12,may,164,3,-1,0,unknown,no
31946,33,management,married,tertiary,no,0,no,no,cellular,13,apr,244,2,-1,0,unknown,no
41644,34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
44651,32,student,single,secondary,no,5836,no,no,cellular,2,sep,281,2,493,2,failure,no
43685,29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,yes
41582,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
19810,47,management,married,tertiary,no,902,no,no,cellular,8,aug,75,3,-1,0,unknown,no
32519,43,admin.,married,secondary,no,264,yes,no,cellular,17,apr,113,2,-1,0,unknown,no
18709,59,technician,married,unknown,no,1471,no,no,telephone,31,jul,7,3,-1,0,unknown,no
34001,53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
16655,45,blue-collar,married,primary,no,1670,no,yes,cellular,24,jul,171,1,-1,0,unknown,no
5309,39,management,married,secondary,no,1410,yes,no,unknown,23,may,55,1,-1,0,unknown,no
10677,50,entrepreneur,married,tertiary,no,2198,no,no,unknown,16,jun,170,6,-1,0,unknown,no
3146,41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes
37801,58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,168,2,-1,0,unknown,no
39976,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes
34853,34,technician,married,secondary,no,134,yes,no,cellular,6,may,159,1,-1,0,unknown,no
37605,32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,unknown,no
7961,44,services,married,secondary,no,26,yes,no,unknown,2,jun,119,9,-1,0,unknown,no
16050,30,management,married,tertiary,no,3,yes,no,cellular,22,jul,67,9,-1,0,unknown,no
4592,39,admin.,married,secondary,no,2019,yes,no,unknown,20,may,166,1,-1,0,unknown,no
19074,32,management,married,tertiary,no,1028,no,no,cellular,5,aug,183,1,-1,0,unknown,no
17535,59,management,married,secondary,no,-1246,no,no,telephone,29,jul,175,2,-1,0,unknown,no
40379,27,management,single,tertiary,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no
17464,52,services,single,secondary,no,21,yes,no,cellular,28,jul,147,15,-1,0,unknown,no
41094,35,technician,married,secondary,no,1577,yes,yes,cellular,17,aug,80,1,273,1,failure,no
11008,51,technician,married,tertiary,no,1911,yes,yes,unknown,17,jun,394,3,-1,0,unknown,no
30766,46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,unknown,no
40797,24,self-employed,single,tertiary,no,2376,no,no,cellular,11,aug,123,1,106,1,success,no
41687,36,management,married,tertiary,no,22,no,no,cellular,2,oct,91,2,-1,0,unknown,no
17306,31,blue-collar,married,primary,no,290,yes,no,cellular,28,jul,408,3,-1,0,unknown,no
25990,53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,nov,73,2,145,3,failure,no
35093,38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
16372,28,blue-collar,single,secondary,no,-403,no,yes,cellular,23,jul,140,2,-1,0,unknown,no
15715,58,admin.,married,secondary,no,1455,yes,no,cellular,21,jul,119,1,-1,0,unknown,no
1053,27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no
28046,32,self-employed,married,tertiary,no,1918,no,no,cellular,28,jan,128,2,-1,0,unknown,no
21195,60,retired,married,primary,no,97,no,no,cellular,14,aug,210,4,-1,0,unknown,no
7850,30,services,married,secondary,yes,-849,yes,no,unknown,30,may,138,2,-1,0,unknown,no
22895,49,admin.,married,secondary,no,272,no,yes,telephone,25,aug,146,18,-1,0,unknown,no
28519,31,blue-collar,single,tertiary,no,403,no,no,cellular,29,jan,356,2,-1,0,unknown,no
38594,56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
39513,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,yes
32247,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes
35987,39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no
3034,50,admin.,divorced,secondary,yes,-500,yes,no,unknown,14,may,148,3,-1,0,unknown,no
17415,36,blue-collar,married,secondary,no,718,yes,no,cellular,28,jul,91,3,-1,0,unknown,no
18382,42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no
7163,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,no
23517,53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,81,4,-1,0,unknown,no
35289,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other,no
43857,36,self-employed,single,tertiary,no,134,no,yes,unknown,1,jun,36,1,-1,0,unknown,no
42054,66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
31779,35,technician,single,tertiary,no,458,yes,no,cellular,8,apr,2129,1,322,3,failure,no
34351,26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes
21445,31,management,single,secondary,no,0,no,no,cellular,18,aug,87,7,-1,0,unknown,no
37415,57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,no
29265,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,no
25689,33,management,married,tertiary,yes,-148,yes,yes,cellular,19,nov,340,2,-1,0,unknown,no
7231,48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,-1,0,unknown,no
1323,55,entrepreneur,married,primary,no,-24,yes,no,unknown,8,may,176,1,-1,0,unknown,no
37795,33,management,married,primary,no,262,yes,no,cellular,14,may,386,3,-1,0,unknown,no
23661,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
26725,33,technician,married,tertiary,no,145,yes,no,cellular,20,nov,262,3,-1,0,unknown,no
45170,31,management,married,tertiary,no,2994,yes,no,cellular,10,nov,182,1,229,2,failure,no
33993,38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes
32205,72,retired,married,secondary,no,4269,no,no,telephone,16,apr,122,3,-1,0,unknown,no
39043,31,management,single,tertiary,no,518,yes,no,cellular,18,may,399,1,-1,0,unknown,no
479,37,admin.,single,secondary,no,140,yes,no,unknown,6,may,310,1,-1,0,unknown,no
21065,51,housemaid,married,secondary,no,429,no,no,cellular,14,aug,230,2,-1,0,unknown,no
13178,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown,yes
12823,26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,-1,0,unknown,no
23831,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
13866,37,management,married,tertiary,no,15437,yes,no,cellular,10,jul,123,1,-1,0,unknown,no
18378,35,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,2,-1,0,unknown,no
32961,34,management,single,tertiary,no,-444,yes,yes,cellular,17,apr,129,2,148,4,other,no
33444,40,services,married,secondary,no,2843,yes,no,cellular,20,apr,223,1,305,1,success,no
9942,41,technician,married,secondary,no,90,no,no,unknown,9,jun,171,2,-1,0,unknown,no
21252,60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
4323,34,blue-collar,married,secondary,no,1710,yes,yes,unknown,19,may,187,3,-1,0,unknown,no
28152,29,admin.,divorced,secondary,no,2,no,yes,cellular,29,jan,220,1,-1,0,unknown,no
40704,59,retired,married,unknown,no,1116,no,no,cellular,7,aug,149,2,99,1,failure,no
23219,39,technician,single,tertiary,no,0,no,no,cellular,27,aug,147,4,-1,0,unknown,no
15362,47,management,married,tertiary,no,122,no,yes,cellular,18,jul,73,1,-1,0,unknown,no
35892,56,blue-collar,married,secondary,no,68,yes,no,cellular,8,may,68,5,-1,0,unknown,no
960,39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,no
26707,41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure,no
9200,59,management,married,primary,no,3694,yes,no,unknown,5,jun,21,10,-1,0,unknown,no
27456,49,services,married,primary,no,4713,yes,no,telephone,21,nov,33,1,-1,0,unknown,no
44747,84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
22234,34,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no
15275,34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,138,3,-1,0,unknown,no
14092,47,services,married,secondary,no,1073,no,no,telephone,11,jul,518,3,-1,0,unknown,no
44410,45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes
19668,56,retired,married,secondary,no,255,no,no,cellular,7,aug,481,1,-1,0,unknown,no
30641,32,blue-collar,married,secondary,no,0,no,no,cellular,6,feb,350,1,-1,0,unknown,no
36132,37,admin.,divorced,secondary,no,295,yes,yes,cellular,11,may,202,3,265,2,failure,no
17422,30,management,single,tertiary,no,2,yes,no,cellular,28,jul,377,4,-1,0,unknown,no
42048,61,blue-collar,married,secondary,no,272,no,no,cellular,29,oct,318,1,269,1,failure,no
31371,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown,yes
6957,58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,no
23325,47,blue-collar,married,primary,no,209,no,no,cellular,27,aug,77,6,-1,0,unknown,no
4537,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
25590,30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes
41414,72,management,married,secondary,no,6199,no,no,cellular,3,sep,531,1,-1,0,unknown,no
18288,53,retired,married,primary,no,118,no,no,telephone,31,jul,176,5,-1,0,unknown,no
17801,32,technician,married,tertiary,no,-252,yes,no,cellular,29,jul,52,4,-1,0,unknown,no
9673,41,self-employed,married,primary,no,340,no,no,unknown,6,jun,37,3,-1,0,unknown,no
39670,49,housemaid,married,primary,no,5038,yes,no,telephone,27,may,108,1,-1,0,unknown,no
38281,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,yes
16367,40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,unknown,no
2997,42,blue-collar,married,secondary,no,3743,yes,no,unknown,14,may,136,1,-1,0,unknown,no
16009,27,management,single,tertiary,no,3,yes,yes,cellular,22,jul,506,1,-1,0,unknown,no
44412,59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
7225,52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,no
26162,41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,nov,343,2,-1,0,unknown,no
7767,51,blue-collar,married,secondary,no,1374,yes,no,unknown,30,may,378,1,-1,0,unknown,no
34141,30,technician,married,secondary,no,1660,yes,no,cellular,30,apr,236,1,-1,0,unknown,no
3382,60,retired,married,primary,no,751,yes,no,unknown,15,may,133,1,-1,0,unknown,no
28387,40,technician,single,secondary,yes,45,no,yes,cellular,29,jan,261,1,182,23,other,no
28774,46,technician,married,secondary,no,198,yes,no,cellular,30,jan,153,1,2,6,other,no
36369,33,management,single,tertiary,no,48,yes,no,cellular,11,may,400,1,173,5,failure,no
42719,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
36178,35,services,married,secondary,no,2048,yes,no,cellular,11,may,219,1,173,2,failure,no
37145,24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
27079,49,technician,married,tertiary,no,0,yes,no,cellular,21,nov,218,1,-1,0,unknown,no
6092,36,blue-collar,married,secondary,no,-185,yes,no,unknown,27,may,163,2,-1,0,unknown,no
18377,48,management,married,unknown,no,970,no,no,cellular,31,jul,67,2,-1,0,unknown,no
8782,27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no
37592,33,management,single,tertiary,no,283,yes,no,cellular,14,may,40,1,-1,0,unknown,no
11809,57,technician,married,tertiary,no,27069,no,yes,unknown,20,jun,174,3,-1,0,unknown,no
9376,58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,no
5259,37,technician,married,secondary,no,0,yes,no,unknown,23,may,412,6,-1,0,unknown,no
25456,36,admin.,single,tertiary,no,2317,yes,no,cellular,19,nov,56,2,-1,0,unknown,no
649,41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
37078,39,blue-collar,married,secondary,no,1419,yes,no,cellular,13,may,9,12,349,1,other,no
15923,35,technician,married,secondary,no,561,yes,no,cellular,22,jul,95,1,-1,0,unknown,no
10278,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,no
17591,59,management,divorced,tertiary,no,3390,no,no,cellular,29,jul,43,2,-1,0,unknown,no
13626,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,no
29229,28,unemployed,single,tertiary,no,0,no,no,telephone,2,feb,39,1,-1,0,unknown,no
20289,39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,4,-1,0,unknown,yes
24997,52,technician,married,secondary,no,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown,no
1017,37,blue-collar,divorced,primary,no,139,yes,no,unknown,7,may,71,1,-1,0,unknown,no
44261,41,blue-collar,divorced,secondary,no,663,yes,no,unknown,22,jul,24,1,792,3,other,no
21837,34,technician,married,tertiary,no,0,no,no,cellular,20,aug,129,2,-1,0,unknown,no
35149,29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240,1,-1,0,unknown,no
2223,28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown,no
18692,30,self-employed,single,tertiary,no,3137,yes,no,cellular,31,jul,368,7,-1,0,unknown,no
28450,33,entrepreneur,single,tertiary,no,484,yes,no,cellular,29,jan,537,1,-1,0,unknown,no
2841,51,admin.,married,secondary,no,513,yes,no,unknown,14,may,534,1,-1,0,unknown,no
30401,33,technician,single,secondary,no,6106,no,no,cellular,5,feb,345,1,-1,0,unknown,no
30021,35,self-employed,single,tertiary,no,-30,no,no,cellular,4,feb,218,2,-1,0,unknown,no
28476,45,technician,married,secondary,no,398,yes,no,cellular,29,jan,227,1,246,5,failure,no
38088,52,management,married,tertiary,no,751,no,no,cellular,14,may,165,4,371,5,failure,no
14854,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873,2,-1,0,unknown,yes
